Rank,Name,Japanese_name,Type,Episodes,Studio,Release_season,Tags,Rating,Release_year,End_year,Description,Content_Warning,Related_Mange,Related_anime,Voice_actors,staff
8521,Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,,Web  ,1.0,,,Romance,3.31,2012.0,,'No synopsis yet - check back soon!',,,,Ryouichi Hirose,
8522,HoneyWorks: Hikari Shoumeiron, HoneyWorks: Light Proof Theory,Music,,,,Vocaloid,3.31,2018.0,,"'The official music video for the Vocaloid song\xa0Hikari Shoumeiron, by the producer HoneyWorks.'",,,,"Yamako
Director, Honeyworks
Producer & Song Composition, Chico
Song Performance, Gumi
Song Performance","Yamako : Director, Honeyworks : Producer & Song Composition, Chico : Song Performance, Gumi : Song Performance"
8523,Pokemon: Eevee and Colorful Friends, Pokemon: Eievui to Colorful Friends,Web  ,1.0,,,"Monsters, Non-Human Protagonists, Promotional, Shorts",3.31,2017.0,,'No synopsis yet - check back soon!',,,,"Eevee, Espeon, Flareon, Glaceon, Jolteon, Leafeon, Sylveon, Umbreon",
8524,ID-0,,TV   ,12.0,SANZIGEN,Spring,"Mecha, Sci Fi, Outer Space, Space Pirates, CG Animation, Original Work",3.31,2017.0,,"""I-Machines are the general term for robots that operate in extreme environments. While Alliance Academy student Maya Mikuri is in the middle of operating an I-Machine, she gets involved in an incident with pirates, and ends up serving as a crew member on an excavation company's spaceship.""",,,,"Ido : Kazuyuki Okitsu, Maya Mikuri : Minami Tsuda, Nazo No Shoujo : Reina Ueda, Amanza Volchkova : Junko Minagawa, Clair Houjou : Hisako Kanemoto, Grayman : Rikiya Koyama, Karla Milla-Foden : Sayaka Oohara, Rick Ayer : Masaya Matsukaze, Gorou Taniguchi
Director, Takayuki Hattori
Music, Hiromi Katou
Character Design, Youichi Sekine
Producer, Toshikazu Sugimoto
Producer, Hirofumi Nishikouji
Producer","Gorou Taniguchi : Director, Takayuki Hattori : Music, Hiromi Katou : Character Design, Youichi Sekine : Producer, Toshikazu Sugimoto : Producer, Hirofumi Nishikouji : Producer"
8525,Mushiba no Kodomo no Tanjoubi, Minna no Uta: Mushiba Kodomo no Tanjoubi,Music,,,,"Family Friendly, Minna no Uta",3.31,1978.0,,'No synopsis yet - check back soon!',,,,"Tadahiko Horiguchi
Director",Tadahiko Horiguchi : Director
8526,Hello Kitty no Alps no Shoujo Heidi, Hello Kitty and Friends: Heidi,OVA  ,1.0,,,"Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale",3.31,1993.0,,'No synopsis yet - check back soon!',,,"Hello Kitty no Cinderella, Hello Kitty no Mahou no Mori no Ohime-sama, Hello Kitty no Circus ga Yatte Kita, Hello Kitty no Tomatta Big Ben, Hello Kitty no Yappari Mama ga Suki, Hello Kitty no Mahou no Ringo, Hello Kitty no Kieta Santa-san no Boushi, Hello Kitty no Suteki na Kyoudai, Hello Kitty no Shirayuki-hime, Hello Kitty no Fushigi no Kuni no Alice, Hello Kitty no Yume Dorobou, Hello Kitty no Yume no Oshiro no Ouji-sama","Hello Kitty, Hiroyuki Hoshiyama
Screenplay",Hiroyuki Hoshiyama : Screenplay
8527,Tia: Heart Realize,,Music,,,,,3.31,2014.0,,"""Official music video for Noragami's ending theme\xa0Heart Realize by Tia, bundled with the limited edition of the ED.""",,,Noragami,"Hiyori Iki, Yato, Yukine, Bishamonten, Daikoku, Kazuma, Kofuku Ebisu, Kuraha, Tia
Music",Tia : Music
8528,Tanukichi no Ohanashi, Tanukichi's Story,Movie,,,,"Fantasy, Black and White, Shorts",3.31,1931.0,,'No synopsis yet - check back soon!',,,,,
8529,Tonari no Tamageta-kun,,TV   ,60.0,Studio Zero,,"Comedy, Sci Fi, Short Episodes",3.31,1974.0,1975.0,'No synopsis yet - check back soon!',,,,"Noboru Ishiguro
Director, Shinichi Suzuki
Director","Noboru Ishiguro : Director, Shinichi Suzuki : Director"
8530,Cocomong 3, Naengjang-go Nala Cocomong 3,TV   ,26.0,,,"Episodic, Family Friendly, Food Protagonists, Korean Animation, Non-Human Protagonists, Short Episodes, CG Animation",3.31,2015.0,,'No synopsis yet - check back soon!',,,"Cocomong, Cocomong 2",Cocomong,
8531,Magical Angel Creamy Mami: Zutto Kitto Motto, Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,Music,,Pierrot,,"Fantasy, Magical Girl, Romance, Sci Fi, Shoujo, Henshin Heroes, Magic, School Life",3.31,1998.0,,'No synopsis yet - check back soon!',,Magical Angel Creamy Mami,"Magical Angel Creamy Mami, Magical Angel Creamy Mami: Eien no Once More, Magical Angel Creamy Mami: Long Goodbye, Magical Angel Creamy Mami: Curtain Call",Yuu Morisawa,
8532,Occultic;Nine,,TV   ,12.0,A-1 Pictures,Fall ,"Mystery, Sci Fi, Social Media, Based on a Light Novel",3.31,2016.0,,"'The multitude of small, miniscule “discomfort” later develops into a case so large it is beyond imagination... Yuuta Gamon is a 2nd year in high school. He runs ""Kiri Kiri Basara,"" an affiliate blog that rounds up occult forum posts, for a shot at quick money, and challenges himself to the occult night and day to ""hack and slash away!"" the many supernatural phenomena existing in the world from a scientific standpoint. However, with that blog of his as a catalyst, a group of downright maniacal and insane comrades have gathered about.'",,"Occultic;Nine (Light Novel), Occultic;Nine",,"Aria Kureinaino : Miyuki Sawashiro, Kiryuu Kusakabe : Kishou Taniyama, Miyuu Aikawa : Hitomi Yoshida, Ririka Nishizono : Mamiko Noto, Ryouka Narusawa : Ayane Sakura, Sarai Hashigami : Kaito Ishikawa, Shun Moritsuka : Tetsuya Kakihara, Touko Sumikaze : Shizuka Itou, Chiyomaru Shikura
Original Creator, Kyouhei Ishiguro
Director, Masaru Yokoyama
Music, Tomoaki Takase
Character Design, Kazuko Nakashima
Color Design, Shuko Yokoyama
Producer, Takashi Saiki
Producer, Kanako Itou
Song Performance","Chiyomaru Shikura : Original Creator, Kyouhei Ishiguro : Director, Masaru Yokoyama : Music, Tomoaki Takase : Character Design, Kazuko Nakashima : Color Design, Shuko Yokoyama : Producer, Takashi Saiki : Producer, Kanako Itou : Song Performance"
8533,First Love Monster OVA, Hatsukoi Monster: Mou Chotto dake Tsuzukunja,OVA  ,1.0,Studio DEEN,,"Comedy, Romance, Shoujo, Age Gap, Boarding House, Fetish, Neighbors, Based on a Manga",3.31,2017.0,,'No synopsis yet - check back soon!',,First Love Monster,First Love Monster,"Kaho Nikaidou : Yui Horie, Kanade Takahashi : Takahiro Sakurai, Akira Hiyoshimaru
Original Creator, Takayuki Inagaki
Director, Mariko Oka
Character Design","Akira Hiyoshimaru : Original Creator, Takayuki Inagaki : Director, Mariko Oka : Character Design"
8534,Drops of Life,,Movie,,,,Shorts,3.31,2013.0,,"'Blood is circulated around, calmly replacing itself, making us alive. It throbs ceaselessly without any attention. It carries on.'",,,,,
8535,Sol Bianca - Movie 1,,Movie,,AIC,,"Action, Adventure, Sci Fi, Guns, Outer Space, Space Pirates, Original Work",3.31,1990.0,,"'Life is never dull for the crew of the Sol Bianca, a group of female pirates who plunder the stars for treasure and fame. On a routine ship raiding, the women run across a boy named Rim, who possesses the knowledge of a great treasure located in his homeworld. Unable to resist, the crew is about to become involved in a dangerous adventure that may cost them their lives!'",,,"Sol Bianca - Movie 2, Sol Bianca: The Legacy","April Bikirk, Feb Fall, Janny Mann, June Ashel, May Jessica, Hiroki Hayashi
Director, Katsuhito Akiyama
Director, Kenjou Kousei
Music, Yuu Hirano
Music, Naoyuki Onda
Animation Director & Character Design, Shigemi Ikeda
Art Director, Yoshikazu Iwanami
Sound Director, Akito Matsuda
Producer","Hiroki Hayashi : Director, Katsuhito Akiyama : Director, Kenjou Kousei : Music, Yuu Hirano : Music, Naoyuki Onda : Animation Director & Character Design, Shigemi Ikeda : Art Director, Yoshikazu Iwanami : Sound Director, Akito Matsuda : Producer"
8536,Shin Koihime Musou: Live Revolution,,OVA  ,1.0,Doga Kobo,,Music,3.31,2010.0,,'No synopsis yet - check back soon!',,"Koihime Musou: Doki Otome darake no Sangokushi Engi, Shin Koihime Musou: Otome Ryouran Sangokushi Engi, Shin Koihime Musou: Moeshouden - Otome Mankan Zenseki","Koihime Musou, Koihime Musou: Koihime Flash, Koihime Musou OVA, Shin Koihime Musou, Shin Koihime Musou OVA Omake, Shin Koihime Musou: Otome Tairan, Shin Koihime Musou: Rival Warlords Vacation on a Tropical Island - There Will Also Be Tentacles!, Shin Koihime Musou: Otome Tairan OVA, Shin Koihime Musou: Otome Tairan OVA Omake","Chouhi Yokutoku, Kan'U Unchou, Ryuubi Gentoku : Mai Goto, Bachou Mouki : Maki Kobayashi, Chouun Shiryuu, Kouchuu Kanshou, Shokatsuryou Koumei, Makoto Itou
Producer, Yuuichirou Takahata
Producer","Makoto Itou : Producer, Yuuichirou Takahata : Producer"
8537,Requiem of the Rose King, Baraou no Souretsu,TV   ,,J.C.Staff,Winter,"Shoujo, 15th Century, England, Europe, Historical, LGBT Themes, Medieval, Revenge, Based on a Manga",3.31,2022.0,,"'Richard’s father, the patriarch of the House of York, is poised to become king of medieval England during the bloody Wars of the Roses. But just as success is imminent, he is abruptly cut down. Plunged into despair, Richard acts out in revenge and must face a powerful and beautiful new enemy.'",,Requiem of the Rose King,,"Richard Plantegenet : Mitsuki Saiga, Anne Neville : Sayumi Suzushiro, Cecily Neville : Aya Hisakawa, Edward Of Westminster : Kouhei Amasaki, Edward Plantegenet : Kohsuke Toriumi, George Plantegenet : Yasuaki Takumi, Henry : Hikaru Midorikawa, Jeanne : Aoi Yuuki, Aya Kanno
Original Creator, Kentarou Suzuki
Director, Kow Otani
Music, Tsutomu Hashizume
Character Design, Yoshikazu Iwanami
Sound Director","Aya Kanno : Original Creator, Kentarou Suzuki : Director, Kow Otani : Music, Tsutomu Hashizume : Character Design, Yoshikazu Iwanami : Sound Director"
8538,Lady Georgie,,TV   ,45.0,TMS Entertainment,,"Adventure, Drama, Romance, Shoujo, Australia, England, Europe, Based on a Manga",3.31,1983.0,1984.0,"""Georgie, a pretty and innocent young girl, lives in the beautiful Australian countryside with her family. While her father and her two brothers Abel and Arthur love her dearly, her mother finds it hard to treat her like the other children. In fact, unbeknownst to Georgie, she is not her parents' real daughter, but rather is a child who was found in the middle of a storm. One day, after tragedy strikes, the family is torn in irreparable ways and Georgie finds herself abandoned to her fate once more. She must eventually embark upon a journey to England to find not only her true identity, but the man she loves above all others, Lowell.""",,Georgie,,"Abel Buttman, Arthur Buttman, Georgie Buttman, Lowell Grey, Barnes, Catherine, Elise Dangering, Eric Buttman : Ulrich Frank, Man Izawa
Original Creator, Shigetsuga Yoshida
Director, Takeo Watanabe
Music, Junzaburo Takahata
Character Design, Noboru Tatsuike
Art Director, Shuuichi Kakesu
Editor","Man Izawa : Original Creator, Shigetsuga Yoshida : Director, Takeo Watanabe : Music, Junzaburo Takahata : Character Design, Noboru Tatsuike : Art Director, Shuuichi Kakesu : Editor"
8539,Zhongguo Jingqi Xiansheng, Chinese Mystery Man,Web  ,63.0,Haoliners Animation League,,"Chinese Animation, Magic, Short Episodes, Supernatural, Based on a Manga",3.31,2014.0,2016.0,'No synopsis yet - check back soon!',,,,"Li Haoling
Director",Li Haoling : Director
8540,Cookin' Idol Ai! Mai! Main!,,TV   ,305.0,Studio DEEN,Spring,"Cooking, Family Friendly, Food and Beverage, Original Work",3.31,2009.0,2013.0,'Children can learn to cook with the heroine Main as she demonstrates various dishes in the anime half of the program.',,,,"Main Hiiragi : Haruka Fukuhara, Misanga : Akiko Kobayashi, Angie : Yume Miyamoto, Captain Shake : Takuya Hoshino, Carmen Gotou : Tetsuharu Ohta, Company President : Masashi Hirose, Cricket : Rei Sakuma, David Silkhat : Daisuke Hosomi, Hiroshi Watanabe
Director, Tomoki Hasegawa
Music","Hiroshi Watanabe : Director, Tomoki Hasegawa : Music"
8541,"Three Leaves, Three Colors Specials", Sansha Sanyou Specials,DVD S,,Doga Kobo,,"Comedy, Seinen, Slice of Life, Based on a 4-Koma Manga, Based on a Manga",3.31,2016.0,,'No synopsis yet - check back soon!',,"Three Leaves, Three Colors, Three Leaves, Three Colors Anthology Comic","Three Leaves, Three Colors","Futaba Odagiri : Mai Kanazawa, Teru Hayama : Ayaka Imamura, Youko Nishikawa : Yuu Wakui, Asako Kondou : Aina Suzuki, Hajime Tsuji : Kotone Kuwayama, Kou Hayama : Asuka Nishi, Mitsugu Yamaji : Kenji Akabane, Sakura Usuda : Nao Natsuno, Cherry Arai
Original Creator",Cherry Arai : Original Creator
8542,Happy Lesson Special,,DVD S,,Studio Hibari,,"Comedy, Harem",3.31,2002.0,,'No synopsis yet - check back soon!',,Happy Lesson,"Happy Lesson OVA, Happy Lesson, Happy Lesson Advance, Happy Lesson The Final",Kanna Togakushi,
8543,Juuni Senshi Bakuretsu Eto Ranger,,TV   ,39.0,SHAFT,Spring,"Adventure, Fantasy, Family Friendly, Original Work",3.31,1995.0,1996.0,"'In the world of Mugen, monsters called Jyarei Monsters fly up out of the ocean and attack the Novel Pole, the giant pillar that connects Mugen to Heaven, So 12 warriors, each an animal on the zodiac, are chosen to go from Novel-realm to Novel-realm and defeat the Jyarei.'",,,,"Bakumaru : Chika Sakamoto, Nyorori : Rokuro Naya, Cream : Kyoko Hikami, Drago : Jin Yamanoi, Gaou : Mitsuaki Hoshino, Hols : Toshiyuki Morikawa, Monk : Yoshiko Kamei, Nyanma : Yoko Soumi, Kimio Ikeda
Producer & Original Creator, Kunitoshi Okajima
Chief Director & Episode Director & Storyboard, Mayori Sekijima
Screenplay & Series Composition, Takeshi Ike
Music, Osamu Totsuka
Music, Noritaka Suzuki
Character Design, Hitoshi Nagao
Art Director, Youko Mihashi
Color Design","Kimio Ikeda : Producer & Original Creator, Kunitoshi Okajima : Chief Director & Episode Director & Storyboard, Mayori Sekijima : Screenplay & Series Composition, Takeshi Ike : Music, Osamu Totsuka : Music, Noritaka Suzuki : Character Design, Hitoshi Nagao : Art Director, Youko Mihashi : Color Design"
8544,Digimon Savers: Tokuten Eizou,,DVD S,,Toei Animation,,"Fantasy, Monsters, Recap",3.31,2007.0,,'No synopsis yet - check back soon!',,,Digimon Savers,"Lalamon, Masaru'S Agumon, Tohma'S Gaomon, Masaru Daimon, Tohma H. Norstein, Yoshino Fujieda, Akihiro Kurata, Bancholeomon",
